timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
1655451991309,16,Op-1-GetModels-1,200,OK,w3sd Workflow 1-1,text,true,,311,126,1,1,http://10.108.196.111/api/model,16,1,0,0,0
1655451991521,14,Op-1-GetModels-2,200,OK,w3sd Workflow 1-2,text,true,,311,126,2,2,http://10.108.196.111/api/model,14,1,0,0,1
1655451991715,83,Op-1-GetModels-3,200,OK,w3sd Workflow 1-3,text,true,,311,126,3,3,http://10.108.196.111/api/model,82,1,0,0,1
1655451991909,33,Op-1-GetModels-4,200,OK,w3sd Workflow 1-4,text,true,,311,126,4,4,http://10.108.196.111/api/model,33,1,0,0,1
1655451992119,58,Op-1-GetModels-5,200,OK,w3sd Workflow 1-5,text,true,,311,126,5,5,http://10.108.196.111/api/model,58,1,0,0,1
1655451991798,7265,Op-2-GetAnimations-3,200,OK,w3sd Workflow 1-3,text,true,,250,150,5,5,http://10.109.14.128/api/model/character.fbx/animations,7264,1,0,0,1
1655451991326,8295,Op-2-GetAnimations-1,200,OK,w3sd Workflow 1-1,text,true,,250,150,5,5,http://10.109.14.128/api/model/character.fbx/animations,8295,1,0,0,0
1655451991943,8375,Op-2-GetAnimations-4,200,OK,w3sd Workflow 1-4,text,true,,250,150,5,5,http://10.109.14.128/api/model/character.fbx/animations,8375,1,0,0,0
1655451992177,8640,Op-2-GetAnimations-5,200,OK,w3sd Workflow 1-5,text,true,,250,150,5,5,http://10.109.14.128/api/model/character.fbx/animations,8640,1,0,0,1
1655451991539,10760,Op-2-GetAnimations-2,200,OK,w3sd Workflow 1-2,text,true,,250,150,5,5,http://10.109.14.128/api/model/character.fbx/animations,10760,1,0,0,1
1655451999622,7123,Op-3-GetItems-1,200,OK,w3sd Workflow 1-1,text,true,,1253,150,5,5,http://10.97.252.148/api/model/character.fbx/assemblies,7123,1,0,0,0
1655451999063,8155,Op-3-GetItems-3,200,OK,w3sd Workflow 1-3,text,true,,1253,150,5,5,http://10.97.252.148/api/model/character.fbx/assemblies,8155,1,0,0,1
1655452000318,7483,Op-3-GetItems-4,200,OK,w3sd Workflow 1-4,text,true,,1253,150,5,5,http://10.97.252.148/api/model/character.fbx/assemblies,7483,1,0,0,1
1655452000818,8042,Op-3-GetItems-5,200,OK,w3sd Workflow 1-5,text,true,,1253,150,5,5,http://10.97.252.148/api/model/character.fbx/assemblies,8042,1,0,0,0
1655452007217,8496,Op-4-HideElement-3,200,OK,w3sd Workflow 1-3,text,true,,246,379,5,5,http://10.97.252.148/api/model/character.fbx/hide,8496,1,0,0,1
1655452008859,7682,Op-4-HideElement-5,200,OK,w3sd Workflow 1-5,text,true,,246,379,5,5,http://10.97.252.148/api/model/character.fbx/hide,7682,1,0,0,1
1655452007800,8757,Op-4-HideElement-4,200,OK,w3sd Workflow 1-4,text,true,,246,379,5,5,http://10.97.252.148/api/model/character.fbx/hide,8757,1,0,0,0
1655452006745,10726,Op-4-HideElement-1,200,OK,w3sd Workflow 1-1,text,true,,246,379,5,5,http://10.97.252.148/api/model/character.fbx/hide,10726,1,0,0,0
1655452002299,15937,Op-3-GetItems-2,200,OK,w3sd Workflow 1-2,text,true,,1253,150,5,5,http://10.97.252.148/api/model/character.fbx/assemblies,15937,1,0,0,0
1655452015714,7981,Op-5-ShowElement-3,200,OK,w3sd Workflow 1-3,text,true,,246,330,5,5,http://10.97.252.148/api/model/character.fbx/show,7981,1,0,0,0
